 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on all addresses (0.0.0.0)
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://127.0.0.1:8080
 * Running on http://192.168.1.9:8080 (Press CTRL+C to quit)
192.168.1.11 - - [22/Sep/2022 17:40:29] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:40:29] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 17:40:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:41:29] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:41:29] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 17:41:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:41:55] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:41:56] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:41:57] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:41:57] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:42:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:29] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 17:42:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:42:57] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:29] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 17:43:29] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:43:57] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:29] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 17:44:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:44:57] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:29] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 17:45:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:45:57] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:29] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 17:46:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:46:57] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 17:47:02] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:02] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:47:57] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:48:57] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:49:57] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:06] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:06] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:50:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:50:57] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:27] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:27] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:51] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:51] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:52] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:52] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:52] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:52] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:52] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:52] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:52] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:53] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:54] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:55] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:55] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:55] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:55] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:55] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:55] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:55] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:55] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:55] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:55] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET /static/index.js HTTP/1.1" 304 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET / HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 17:51:56] "GET /static/index.js HTTP/1.1" 304 -
